Nama Tempat,Alamat,Rating,Jumlah Review,Ketersediaan Telepon,Website,Latitude,Longitude,Aksesibilitas Difabel,Jenis Tempat,Kota/Kabupaten,24 Jam,Jam Buka,Jam Tutup,Status Operasional,Telepon,Skor Aksesibilitas,Status Aksesibilitas
Masjid Miftahul Huda,"Balokang, Kec. Banjar, Kota Banjar","4,6",130,Tidak Ada,Tidak Tersedia,-7.3657598,108.5057114,,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al-Hikmah Cibonte,"Situbatu, Kec. Banjar, Kota Banjar","4,8",50,Tidak Ada,Tidak Tersedia,-7.373479,108.4897182,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Al ikhlas,"Sukamukti, Kec. Pataruman, Kota Banjar","4,8",60,Tidak Ada,Tidak Tersedia,-7.4080835,108.5491215,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Hasanatul Abror,"Banjar, Kec. Banjar, Kota Banjar","3,8",50,Tidak Ada,Tidak Tersedia,-7.3690921,108.5324231,,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Al Ikhlas,"Jl. Samolo, Mekarsari, Kec. Banjar, Kota Banjar","5,0",30,Tidak Ada,Tidak Tersedia,-7.3768014,108.537479,,Masjid,Kota Banjar,FALSE,9:00,17:00,Normal,,0,Tidak Tersedia
Masjid Jami Miftahul Hidayah Cipantaran (The Miftahul Hidayah Grand Mosque of Cipantaran),"Jl. Padepokan, Cibeureum, Kec. Banjar, Kota Banjar","5,0",30,Tidak Ada,Tidak Tersedia,-7.3719596,108.4927848,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Barkah,"Banjar, Kec. Banjar, Kota Banjar","4,4",70,Tidak Ada,Tidak Tersedia,-7.3798684,108.5192142,,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al Barokah,"Jl. R. Dewi Sartika No.48B, Banjar, Kec. Banjar, Kota Banjar","5,0",20,Tidak Ada,Tidak Tersedia,-7.366665,108.5363612,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid DKM VII Miftahul Falah Neglasari Kota Banjar,"Rt 28 Rw 14 Dusun, Warung Buah, Neglasari, Kec. Banjar, Kota Banjar","4,9",90,Tidak Ada,Tidak Tersedia,-7.3832004,108.5018356,Memiliki pintu masuk khusus pengguna kursi roda | Memiliki tempat parkir khusus pengguna kursi roda,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,2,Aksesibilitas Difabel Terbatas
Masjid Ar-Rohman Cisauheun,"Situbatu, Kec. Banjar, Kota Banjar","4,5",210,Ada,Tidak Tersedia,-7.3737705,108.4794426,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,81320428647,0,Tidak Tersedia
Masjid Baituttaqwa,"Hegarsari, Kec. Pataruman, Kota Banjar","5,0",30,Tidak Ada,Tidak Tersedia,-7.3819514,108.5381526,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Ikhlas,"JL. Raya Batulawang, Pataruman, Hegarsari, Kec. Banjar, Kota Banjar","4,0",120,Tidak Ada,Tidak Tersedia,-7.3829362,108.5396731,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Daarul Muttaqin,"Ling Pintusinga Regency, RT.06/RW.18, Banjar, Kec. Banjar, Kota Banjar","4,8",50,Tidak Ada,Tidak Tersedia,-7.3731104,108.5208346,,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al-Aziz,"Banjar, Kec. Banjar, Kota Banjar","4,9",120,Ada,Tidak Tersedia,-7.3649433,108.5213241,,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,89605111755,0,Tidak Tersedia
Masjid Baetusyukur,"Hegarsari, Kec. Pataruman, Kota Banjar","4,4",140,Tidak Ada,Tidak Tersedia,-7.3862342,108.5391377,Tidak memiliki pintu masuk khusus pengguna kursi roda | Tidak memiliki tempat parkir khusus pengguna kursi roda,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Agung Kota Banjar,"Banjar, Kec. Banjar, Kota Banjar","4,5",3370,Tidak Ada,Tidak Tersedia,-7.3695014,108.5409572,Ada toilet khusus pengguna kursi roda,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,1,Aksesibilitas Difabel Terbatas
Masjid Nurul Ihsan,"Mekarsari, Kec. Banjar, Kota Banjar","4,7",60,Tidak Ada,Tidak Tersedia,-7.3820058,108.5296625,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid At Taqwa,"Pagak Pengasinan, Jl. Tentara Pelajar, Binangun, Pataruman, Banjar City","5,0",20,Tidak Ada,Tidak Tersedia,-7.3926509,108.5298505,,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid DKM I Miftahul Huda Cipariuk,"Jalan, Jl. Cipariuk, Situbatu, Kec. Banjar, Kota Banjar","5,0",20,Tidak Ada,Tidak Tersedia,-7.387835,108.49594,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
MASJID AT-TAKQWA Pasar Banjar,"Hegarsari, Kec. Pataruman, Kota Banjar","5,0",20,Tidak Ada,Tidak Tersedia,-7.3719311,108.5441635,,Masjid,Kota Banjar,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Masjid Nurussalaam,"Jl. Sumatera, Purwaharja, Kec. Purwaharja, Kota Banjar","4,8",40,Tidak Ada,Tidak Tersedia,-7.354689,108.5337045,,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Baitussalam,"Jln. Gotong Royong. Lingk. Sukarame, Mekarsari, Banjar, Banjar City","4,5",20,Tidak Ada,Tidak Tersedia,-7.3765465,108.533678,,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Uswatun Hasanah Situbatu,"Jl. Manonjaya - Banjar No.43, Situbatu, Kec. Banjar, Kota Banjar","4,5",450,Tidak Ada,Tersedia,-7.3866664,108.4880999,Tidak memiliki pintu masuk khusus pengguna kursi roda | Tidak memiliki tempat parkir khusus pengguna kursi roda,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Attaqwa,"Mekarsari, Kec. Banjar, Kota Banjar","5,0",40,Tidak Ada,Tidak Tersedia,-7.3778042,108.53918,,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Suhada,"Hegarsari, Kec. Pataruman, Kota Banjar","4,8",90,Tidak Ada,Tidak Tersedia,-7.3883106,108.5399507,,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Baitul Jannah,"Hegarsari, Kec. Pataruman, Kota Banjar","4,6",2470,Tidak Ada,Tidak Tersedia,-7.3822981,108.5403913,Tidak memiliki pintu masuk khusus pengguna kursi roda,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Pusdai Kota Banjar,"Banjar, Kec. Banjar, Kota Banjar","4,3",3090,Tidak Ada,Tidak Tersedia,-7.3612611,108.5337112,,Masjid,Kota Banjar,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
MASJID AL HIKMAH,"Banjar, Kec. Banjar, Kota Banjar","4,5",20,Tidak Ada,Tidak Tersedia,-7.3679732,108.5362037,,Masjid,Kota Banjar,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Masjid Al Hidayah Katapang,"Karangpanimbal, Kec. Purwaharja, Kota Banjar","4,5",100,Tidak Ada,Tidak Tersedia,-7.3615066,108.5428935,,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid At-Taqwa,"Pataruman, Kec. Pataruman, Kota Banjar","4,6",530,Tidak Ada,Tidak Tersedia,-7.3667855,108.5615227,Tidak memiliki pintu masuk khusus pengguna kursi roda,Masjid,Kota Banjar,FALSE,4:00,23:00,Normal,,0,Tidak Tersedia
MASJID AL IHSAN 02,"Banjar, Kec. Banjar, Kota Banjar","5,0",40,Ada,Tidak Tersedia,-7.3703028,108.5331191,,Masjid,Kota Banjar,FALSE,5:00,19:00,Normal,85162984975,0,Tidak Tersedia
Masjid Baeturrohmahwasalamah,"Jl. M. Aliyani, Banjar, Kec. Banjar, Kota Banjar","5,0",30,Tidak Ada,Tidak Tersedia,-7.3654592,108.5367234,,Masjid,Kota Banjar,FALSE,4:00,5:30,Normal,,0,Tidak Tersedia
Masjid Nurul Huda,"Banjar, Kec. Banjar, Kota Banjar","4,5",40,Tidak Ada,Tidak Tersedia,-7.3683899,108.5380675,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid AL-Falah Citatah,"Banjar, Kec. Banjar, Kota Banjar","5,0",20,Tidak Ada,Tidak Tersedia,-7.3797325,108.5117825,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Miftahul Khoir,"Jln Balokang Road, Banjar, Kec. Banjar, Kota Banjar","5,0",20,Ada,Tidak Tersedia,-7.3686033,108.5332472,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,81312758501,0,Tidak Tersedia
Masjid Al-Falah Cibonte,"Situbatu, Kec. Banjar, Kota Banjar","5,0",40,Tidak Ada,Tidak Tersedia,-7.3742129,108.4917982,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Al-Hikmah,"Dusun Cibodas, RT.22/RW.05, Cibeureum, Kec. Banjar, Kota Banjar","4,7",30,Tidak Ada,Tidak Tersedia,-7.3751264,108.4960715,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid DKM Ar-raudhah,"Balokang, Kec. Banjar, Kota Banjar","4,5",20,Tidak Ada,Tidak Tersedia,-7.3635542,108.5085382,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jamie Nuurulfalaah,"Neglasari, Kec. Banjar, Kota Banjar","5,0",50,Tidak Ada,Tidak Tersedia,-7.3874019,108.5003006,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Baitul Falah,"Jl. Kapten Jamhur No.25, Mekarsari, Kec. Banjar, Kota Banjar","4,5",230,Tidak Ada,Tidak Tersedia,-7.3787796,108.5377511,Tidak memiliki pintu masuk khusus pengguna kursi roda | Tidak memiliki tempat parkir khusus pengguna kursi roda,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Miftahussalam,"Sukamukti, Kec. Pataruman, Kota Banjar","4,5",430,Ada,Tidak Tersedia,-7.4025537,108.5403842,Tidak memiliki pintu masuk khusus pengguna kursi roda | Tidak memiliki tempat parkir khusus pengguna kursi roda,Masjid,Kota Banjar,FALSE,4:00,20:00,Normal,81288502588,0,Tidak Tersedia
MASJID ANNUR,"Jl. Dipati Ukur No.21, Banjar, Kec. Banjar, Kota Banjar","4,8",50,Tidak Ada,Tidak Tersedia,-7.3664977,108.5282792,,Masjid,Kota Banjar,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
MASJID AL-MUDZAKARAH,"Mekarsari, Kec. Banjar, Kota Banjar","5,0",30,Tidak Ada,Tidak Tersedia,-7.3844414,108.5352223,,Masjid,Kota Banjar,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
"Masjid Manbaul Ulum, SMAN 1 Banjar","Jl. K.H. Mustofa No.1, Banjar, Kec. Banjar, Kota Banjar","4,8",210,Tidak Ada,Tidak Tersedia,-7.3718157,108.526758,Tidak memiliki pintu masuk khusus pengguna kursi roda | Tidak memiliki tempat parkir khusus pengguna kursi roda,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al - Hilal,"Hegarsari, Kec. Pataruman, Kota Banjar","4,8",40,Tidak Ada,Tidak Tersedia,-7.3813592,108.539079,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al-Ikhlas,"Jl. Manonjaya - Banjar, Situbatu, Kec. Banjar, Kota Banjar","5,0",40,Tidak Ada,Tidak Tersedia,-7.38317,108.481121,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Ar Rhadiyah,"Banjar, Kec. Banjar, Kota Banjar","4,9",220,Tidak Ada,Tidak Tersedia,-7.3710869,108.5296681,Tidak memiliki pintu masuk khusus pengguna kursi roda | Tidak memiliki tempat parkir khusus pengguna kursi roda,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al - Mujahidin,"Jl. Raya Banjar - Pangandaran No.281, Hegarsari, Kec. Pataruman, Kota Banjar","4,7",1480,Tidak Ada,Tidak Tersedia,-7.3811206,108.5413045,Tidak memiliki pintu masuk khusus pengguna kursi roda | Tidak memiliki tempat parkir khusus pengguna kursi roda,Masjid,Kabupaten Pangandaran,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Darul Ulum,"Karang Pucung I, Balokang, Kec. Banjar, Kota Banjar","4,3",260,Tidak Ada,Tidak Tersedia,-7.3627621,108.5070964,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid BAITULFALAH,"Unnamed Road, Banjar, Kec. Banjar, Kota Banjar","4,7",60,Tidak Ada,Tidak Tersedia,-7.3649447,108.5253337,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Qatar - Komplek Putra Pondok Pesantren Al Kautsar Banjar,"Jl. Pejuang No.25, Jajawar, Kec. Banjar, Kota Banjar","5,0",40,Tidak Ada,Tidak Tersedia,-7.359967,108.4995922,,Masjid,Kota Banjar,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Al-Lathif,"Banjar, Kec. Banjar, Kota Banjar","4,5",480,Tidak Ada,Tidak Tersedia,-7.3707705,108.5374477,,Masjid,Kota Banjar,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
MASJID BAITUSSALAM,"Hegarsari, Kec. Pataruman, Kota Banjar","4,8",40,Tidak Ada,Tidak Tersedia,-7.3873078,108.5464085,,Masjid,Kota Banjar,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
GKI Kota Banjar,"Jl. Kantor Pos No.56, Hegarsari, Kec. Pataruman, Kota Banjar","4,4",290,Ada,Tidak Tersedia,-7.3733139,108.5426655,,Gereja Protestan,Kota Banjar,FALSE,9:00,17:00,Normal,265741565,0,Tidak Tersedia
Gereja Bethel Indonesia Banjar,"Jl. Kantor Pos No.84, Hegarsari, Kec. Pataruman, Kota Banjar","4,9",180,Ada,Tersedia,-7.3748813,108.541602,Memiliki pintu masuk khusus pengguna kursi roda | Memiliki tempat parkir khusus pengguna kursi roda,Gereja Umum,Kota Banjar,FALSE,4:41,19:11,Normal,85179729824,2,Aksesibilitas Difabel Terbatas
"Gereja Katolik Santo Filipus, Banjar","Jl. Kantor Pos No.261, Hegarsari, Kec. Pataruman, Kota Banjar","4,3",70,Tidak Ada,Tidak Tersedia,-7.375391,108.5414605,,Gereja Katolik,Kota Banjar,FALSE,4:41,19:11,Normal,,0,Tidak Tersedia
Masjid Jami Cibabat,"Jl. Pesantren, Cibabat, Kec. Cimahi Utara, Kota Cimahi","4,7",2110,Tidak Ada,Tidak Tersedia,-6.8875141,107.5560397,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Nurul Islam,"Jl. Nurul Islam No.Kel, Padasuka, Kec. Cimahi Tengah, Kota Cimahi","4,7",220,Tidak Ada,Tidak Tersedia,-6.8692514,107.5314302,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid AT TAQWA Cimahi Utara,"Jl. Cihanjuang Daeng M.Ardiwinata No.263, Kel, Cibabat, Kec. Cimahi Utara, Kota Cimahi","4,8",1290,Tidak Ada,Tidak Tersedia,-6.863945,107.5628136,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Baiturrahman,"Citeureup, Kec. Cimahi Utara, Kota Cimahi","4,8",440,Ada,Tidak Tersedia,-6.8631466,107.5578915,"['Mendukung broadcast audio Auracast', 'Memiliki pintu masuk khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar', 'Tidak memiliki kursi khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,TRUE,0:00,23:59,24 jam,81320050101,0,Tidak Tersedia
Masjid Al-Barokah Cimahi,"Jl. Kyai H. Usman Dhomiri No.77B, Padasuka, Kec. Cimahi Tengah, Kota Cimahi","5,0",70,Tidak Ada,Tidak Tersedia,-6.875908,107.5314246,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Sabillul Muttaqiin,"pptm, Cibabat, Kec. Cimahi Utara, Kota Cimahi","4,8",150,Ada,Tidak Tersedia,-6.8834562,107.5551665,,Masjid,Kota Cimahi,FALSE,4:00,21:00,Normal,226611754,0,Tidak Tersedia
Masjid Al-Muhajirin Cibogo Permai,"Jl. Permai II No.50, Leuwigajah, Kec. Cimahi Sel., Kota Cimahi","4,9",170,Tidak Ada,Tidak Tersedia,-6.9078563,107.5278041,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Fitrah,"Asrama Brigif, Baros, Kec. Cimahi Tengah, Kota Cimahi","4,7",240,Tidak Ada,Tidak Tersedia,-6.8935508,107.5310234,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Al-Hidayah,"Jl. Panembakan Utara, Padasuka, Kec. Cimahi Tengah, Kota Cimahi","4,7",230,Tidak Ada,Tidak Tersedia,-6.8797586,107.5300327,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
MASJID JAMI AT-TAQWA MEKARSARI,"Jl. Lapang Tembak Sel. No.18, Padasuka, Kec. Cimahi Tengah, Kota Cimahi","4,6",890,Ada,Tidak Tersedia,-6.8829355,107.5254142,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,FALSE,4:41,19:11,Normal,2270807618,0,Tidak Tersedia
Masjid Mutiara,"Komplek Taman Mutiara, Kel, Karangmekar, Kec. Cimahi Tengah, Kota Cimahi","4,7",810,Tidak Ada,Tidak Tersedia,-6.8867952,107.5472722,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Nurul Hikmah,"Jl. Cemp. Jl. Citeureup No.15, Citeureup, Kec. Cimahi Utara, Kota Cimahi","4,7",540,Tidak Ada,Tidak Tersedia,-6.8602772,107.5504456,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kota Cimahi,FALSE,4:00,21:00,Normal,,0,Tidak Tersedia
Masjid Al Furqaan,"Jl. Puri Cipageran Indah 1, Cipageran, Kec. Cimahi Utara, Kota Cimahi","4,8",4880,Ada,Tidak Tersedia,-6.8587315,107.539749,,Masjid,Kota Cimahi,FALSE,4:00,21:00,Normal,226645305,0,Tidak Tersedia
Masjid Jami Al-Muhajirin,"Jl. Komp. BPKP, Cibeureum, Kec. Cimahi Sel., Kota Cimahi","4,8",5860,Tidak Ada,Tidak Tersedia,-6.9056645,107.5647693,,Masjid,Kota Cimahi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid al Ihsan (Citopeng),"Cibeureum, Kec. Cimahi Sel., Kota Cimahi","4,5",640,Tidak Ada,Tidak Tersedia,-6.9121682,107.5659565,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid At-Taufiq,"Melong, Kec. Cimahi Sel., Kota Cimahi","4,9",310,Tidak Ada,Tidak Tersedia,-6.9204039,107.5619379,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Uswatun Hasanah,"Jl. Moh. K. Wiganda Sasmita No.19 A, Cimahi, Kec. Cimahi Tengah, Kota Cimahi","4,6",830,Tidak Ada,Tidak Tersedia,-6.8728559,107.544199,,Masjid,Kota Cimahi,FALSE,4:00,20:00,Normal,,0,Tidak Tersedia
Masjid Jami' AT TAQWA,"Jl. Purba Endah No.17, RT.05/RW.05, Cipageran, Kec. Cimahi Utara, Kota Cimahi","4,8",440,Tidak Ada,Tidak Tersedia,-6.8660325,107.5370486,,Masjid,Kota Cimahi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Siti Chodidjah,"Jl. Sangkuriang No.79, Cipageran, Kec. Cimahi Utara, Kota Cimahi","5,0",940,Ada,Tidak Tersedia,-6.8646715,107.5397471,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,226654621,0,Tidak Tersedia
Masjid Jami Ali Abdulloh Solaiman,"komplek nanjung regency, Utama, Kec. Cimahi Sel., Kota Cimahi","4,8",150,Tidak Ada,Tidak Tersedia,-6.9140138,107.536508,,Masjid,Kota Cimahi,FALSE,3:20,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Mathlaul Anwar,"Jl. Gatot Subroto No.248, Karangmekar, Kec. Cimahi Tengah, Kota Cimahi","4,4",180,Tidak Ada,Tidak Tersedia,-6.8799117,107.5443438,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Al Bayyinah,"Jl. Mekar Jaya No.02, Cipageran, Kec. Cimahi Utara, Kota Cimahi","4,6",450,Ada,Tidak Tersedia,-6.8647689,107.5418525,,Masjid,Kota Cimahi,FALSE,3:00,21:00,Normal,89607996976,0,Tidak Tersedia
Masjid Al- ikhlas,"dekat masjid alikhlas, Gg. Mutisah No.rt05/07 no55, Cibabat, Kec. Cimahi Utara, Kota Cimahi","4,4",200,Tidak Ada,Tidak Tersedia,-6.885519,107.558519,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Al Istiqoomah,"Jl. Citeureup No.129, Citeureup, Kec. Cimahi Utara, Kota Cimahi","4,7",490,Ada,Tidak Tersedia,-6.8658329,107.5500521,,Masjid,Kota Cimahi,FALSE,4:00,21:00,Normal,81572272133,0,Tidak Tersedia
Masjid Al-Jihad,"Gg. Suluyu II, Padasuka, Kec. Cimahi Tengah, Kota Cimahi","4,8",560,Tidak Ada,Tidak Tersedia,-6.8727482,107.5340585,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami Al Ikhlas,"Jl. Abdul Halim No.105-140, Cigugur Tengah, Kec. Cimahi Tengah, Kota Cimahi","5,0",110,Tidak Ada,Tidak Tersedia,-6.8905046,107.5550882,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami' An-nuur,"Jl. Sriwijaya Baru No.15, Setiamanah, Kec. Cimahi Tengah, Kota Cimahi","5,0",250,Ada,Tidak Tersedia,-6.879423,107.535299,,Masjid,Kota Cimahi,TRUE,0:00,23:59,24 jam,81904113522,0,Tidak Tersedia
Masjid Jami Al-Inayah,"Jl. Ibu Ganirah, Cibeber, Kec. Cimahi Sel., Kota Cimahi","4,5",450,Tidak Ada,Tidak Tersedia,-6.8855699,107.5235928,,Masjid,Kota Cimahi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Baiturrahman KH Usman Dhomiri,"Padasuka, Kec. Cimahi Tengah, Kota Cimahi","4,8",1320,Tidak Ada,Tidak Tersedia,-6.8784616,107.5309513,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Musyahadah,"Cigugur Tengah, Kec. Cimahi Tengah, Kota Cimahi","4,7",60,Tidak Ada,Tidak Tersedia,-6.8923735,107.5573868,,Masjid,Kota Cimahi,FALSE,4:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami Al-wiam,"Jl. Kerkof, Leuwigajah, Kec. Cimahi Sel., Kota Cimahi","4,6",720,Tidak Ada,Tidak Tersedia,-6.9038853,107.5333236,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kota Cimahi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Besar Al Qolam,"Jl. Terusan No.41, Cimahi, Kec. Cimahi Tengah, Kota Cimahi","4,6",1100,Ada,Tidak Tersedia,-6.872075,107.546511,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,226628751,0,Tidak Tersedia
Masjid Al-Qirom,"Jl. Kerkof No.113, Leuwigajah, Kec. Cimahi Sel., Kota Cimahi","4,4",460,Tidak Ada,Tidak Tersedia,-6.906013,107.5223199,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Nurussalam,"Jl. Kamarung No.5, Citeureup, Kec. Cimahi Utara, Kota Cimahi","4,5",340,Tidak Ada,Tidak Tersedia,-6.8601912,107.5484531,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,TRUE,0:00,23:59,24 jam,,0,Tidak Tersedia
Masjid Jami Nurul Falah,"Cibeureum, Kec. Cimahi Sel., Kota Cimahi","5,0",260,Tidak Ada,Tidak Tersedia,-6.9020191,107.5604522,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid AR-RAHMAN,"Jalan Puri Cipageran Indah No.1, Cipageran, Cimahi Utara, Cimahi City","4,5",500,Tidak Ada,Tidak Tersedia,-6.8605453,107.5364255,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Darussa'adah,"Pasirkaliki, Kec. Cimahi Utara, Kota Cimahi","4,6",270,Tidak Ada,Tidak Tersedia,-6.8853003,107.5609445,,Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,0,Tidak Tersedia
Masjid Baitul Mukhlisin,"Jl. Kota Mas Indah No.86, Padasuka, Kec. Cimahi Tengah, Kota Cimahi","4,8",1030,Tidak Ada,Tidak Tersedia,-6.8689674,107.5410359,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,FALSE,4:00,22:00,Normal,,2,Aksesibilitas Difabel Terbatas
